,Unnamed: 0,电影id,电影名称,用户id,用户名,评分,评论日期,评论内容,有用数,没用数,回应数
0,0,34970224,在爆炸前吻我,2e18311ef52f510a64e0e5545a6e731f,721e4c98ca35f253aae6136a8cd5290f,3,2021-07-01 09:37:00,女主经营的酒吧，名叫 正牌犹太公主 不要被产地德国误导了以为这是德语片，其实本片是希伯来语、国际英语、阿拉伯语、德语混杂，情节设置在以色列。 清新的喜剧，虽然情节走向是预料之中的真爱必胜，完成度还是可以的。该笑笑，该可爱可爱，值得一刷。以色列妹纸们性格爽朗，各具特色的牙尖嘴利。虽是被评论类比于《最幸福的季节》，但我觉得参照物应该是《面子》。罗密欧朱丽叶式民族世仇阻碍的小情人是前景，后景是外婆和她那位地下情的阿拉伯男友，就像《面子》里的妈妈。外婆小老太太，气场二米八，男朋友长得像李嘉诚。她的画像悬挂在女主经营的酒吧的墙上，一副老大哥在看着你的气势，动不动还呜呜响警报，问你怕不怕？ 女主其实也是工具人了，担任串戏，也串起各具特色的前女友，还有她的德国现女友：高挑白人，拘谨较真，不会开玩笑的刻板印象日耳曼。她们俩一起，就是她俩反复说的，不合适的合适（unfit but will somehow fit)，这反差有喜剧效果。  主角小情侣 故事发生在以色列，一个犹太妹子和一个德国妹子，同性恋在这儿都不是啥主要矛盾了，以巴矛盾，纳粹迫害犹太人的世仇，哪有那么容易消弭呢？以外婆为首的历史包袱势力，必然掀起狗血狂澜。当然，浪漫轻喜剧，欢乐大和解是必选题，不管怎么和的，就大和解了吧，外婆开心就好！ 欣喜见到《Aimée &amp; Jaguar》（1999）的日耳曼女主，终于见到女儿与爱人喜结良缘也算是a full circle，二十年后，功德圆满了。 个人建议延伸观看：《Auf der anderen Seite》(2007)，看后再看本片，极具疗伤效果。《The Secrets》（2007），感受原教旨犹太教下的姬情。,2,,0
